,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Size_type
357,46,1280000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1875.0,1,land area 
358,28,1780000.0,1.0,1.0,1.0,Serviced Residence,728.0,0,built-up 
359,31,5900000.0,7.0,8.0,0.0,Bungalow (Corner),12722.0,1,land area 
360,28,2300000.0,1.0,1.0,1.0,Serviced Residence,1023.0,1,built-up 
361,42,1340000.0,5.0,6.0,4.0,3-sty Terrace/Link House (Intermediate),1920.0,1,land area 
363,28,1000000.0,1.0,1.0,1.0,Condominium,751.0,1,built-up 
364,28,800000.0,3.0,3.0,1.0,Serviced Residence (Corner),1055.0,0,built-up 
366,42,1340000.0,5.0,6.0,0.0,3-sty Terrace/Link House (Intermediate),3216.0,2,built-up 
367,28,3600000.0,4.0,5.0,2.0,Serviced Residence (Corner),3897.0,1,built-up 
368,8,6000000.0,5.0,5.0,2.0,Serviced Residence (Corner),4157.0,1,built-up 
369,46,1090000.0,3.0,2.0,2.0,1-sty Terrace/Link House (Intermediate),1920.0,1,land area 
370,28,1250000.0,4.0,4.0,2.0,Serviced Residence (EndLot),1378.0,0,built-up 
371,28,2300000.0,1.0,2.0,1.0,Serviced Residence,1023.0,1,built-up 
372,46,1330000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1800.0,1,land area 
373,9,900000.0,5.0,3.0,3.0,Condominium (Corner),1513.0,1,built-up 
374,30,1850000.0,5.0,4.0,2.0,Condominium (Intermediate),1830.0,1,built-up 
375,28,2400000.0,2.0,2.0,1.0,Serviced Residence,1006.0,1,built-up 
376,48,1613300.0,4.0,5.0,3.0,Condominium,2336.0,1,built-up 
377,28,2440000.0,1.0,2.0,1.0,Serviced Residence (Corner),1023.0,0,built-up 
378,14,5000000.0,4.0,3.0,4.0,Bungalow (Corner),7700.0,1,land area 
379,40,7300000.0,6.0,6.0,6.0,Bungalow (Corner),7300.0,1,land area 
381,28,3200000.0,2.0,2.0,1.0,Serviced Residence,1572.0,3,built-up 
382,30,1850000.0,5.0,4.0,2.0,Condominium (Intermediate),1830.0,1,built-up 
383,27,783990.0,1.0,1.0,1.0,Serviced Residence,650.0,1,built-up 
384,22,495000.0,1.0,1.0,0.0,Serviced Residence (Intermediate),560.0,0,built-up 
387,46,1150000.0,3.0,2.0,1.0,Condominium (Corner),1560.0,1,built-up 
388,9,425000.0,4.0,2.0,1.0,Condominium (Intermediate),1087.0,1,land area 
389,4,10000000.0,6.0,7.0,5.0,Condominium (Corner),6913.0,1,built-up 
390,30,1800000.0,4.0,4.0,2.0,Condominium (Corner),2243.0,1,built-up 
393,4,6670000.0,5.0,6.0,0.0,Condominium,4771.0,1,built-up 
394,21,580000.0,3.0,2.0,1.0,Condominium (Corner),1590.0,1,built-up 
395,30,618000.0,1.0,1.0,1.0,Serviced Residence (Intermediate),650.0,0,land area 
396,30,1518000.0,4.0,3.0,3.0,Condominium (Corner),2648.0,1,built-up 
397,30,2220000.0,5.0,4.0,3.0,Condominium,2973.0,1,built-up 
398,28,3600000.0,4.0,4.0,2.0,Serviced Residence (Corner),3897.0,0,built-up 
399,46,1150000.0,3.0,2.0,2.0,1-sty Terrace/Link House (Intermediate),1760.0,1,land area 
400,16,2800000.0,5.0,4.0,3.0,2-sty Terrace/Link House (EndLot),2850.0,1,land area 
401,46,3100000.0,5.0,4.0,3.0,Semi-detached House,3600.0,1,land area 
402,46,1380000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1725.0,1,land area 
403,46,1450000.0,3.0,2.0,2.0,1-sty Terrace/Link House (Intermediate),1920.0,0,land area 
404,4,4900000.0,7.0,4.0,4.0,Bungalow (Intermediate),11676.0,1,land area 
405,46,1680000.0,4.0,3.0,4.0,2-sty Terrace/Link House,1800.0,1,land area 
406,14,1550000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1920.0,2,land area 
407,30,1950000.0,4.0,4.0,3.0,Condominium,2535.0,0,built-up 
408,16,3200000.0,5.0,4.0,0.0,3-sty Terrace/Link House,4300.0,1,built-up 
409,28,3600000.0,4.0,4.0,2.0,Serviced Residence (Corner),3897.0,1,built-up 
410,42,600000.0,3.0,2.0,2.0,Serviced Residence (Intermediate),1025.0,1,land area 
411,12,4130000.0,5.0,5.0,2.0,Condominium (Corner),3713.0,1,built-up 
412,27,2300000.0,4.0,4.0,2.0,Serviced Residence,1873.0,3,built-up 
413,27,5149700.0,5.0,5.0,0.0,Serviced Residence,2982.0,3,built-up 
414,27,5129000.0,5.0,4.0,0.0,Serviced Residence,3143.0,3,built-up 
415,28,1780000.0,3.0,3.0,2.0,Condominium,1232.0,0,built-up 
416,9,900000.0,5.0,3.0,3.0,Condominium (Corner),1513.0,1,built-up 
417,9,597000.0,4.0,2.0,2.0,Condominium,1550.0,3,built-up 
418,4,6380000.0,4.0,5.0,3.0,Condominium (Corner),4025.0,1,built-up 
419,4,6900000.0,5.0,6.0,3.0,Condominium (Corner),4945.0,1,built-up 
420,20,660000.0,3.0,2.0,2.0,Condominium (Corner),992.0,1,land area 
421,28,3125000.0,2.0,2.0,2.0,Serviced Residence (Intermediate),1421.0,1,built-up 
422,28,2480000.0,1.0,1.0,1.0,Serviced Residence (Intermediate),1023.0,1,built-up 
423,14,4000000.0,5.0,5.0,2.0,Semi-detached House (Intermediate),3700.0,1,land area 
424,28,1050000.0,4.0,4.0,2.0,Serviced Residence (Corner),1313.0,1,built-up 
425,28,1833000.0,1.0,1.0,1.0,Serviced Residence,925.0,0,built-up 
426,3,888000.0,5.0,3.0,0.0,2-sty Terrace/Link House,1760.0,2,land area 
427,28,2999000.0,4.0,3.0,3.0,Serviced Residence (EndLot),2066.0,0,built-up 
428,9,638000.0,2.0,1.0,1.0,Serviced Residence (Intermediate),721.0,1,built-up 
429,4,6842500.0,4.0,5.0,4.0,Condominium,4025.0,1,built-up 
430,4,8476050.0,5.0,5.0,4.0,Condominium,5137.0,1,built-up 
431,14,14000000.0,7.0,6.0,0.0,Bungalow,9124.0,1,land area 
432,30,1415000.0,4.0,4.0,2.0,Condominium,1496.0,1,built-up 
433,14,12800000.0,6.0,5.0,0.0,Bungalow,14380.0,1,land area 
434,10,6900000.0,6.0,5.0,0.0,Bungalow,12000.0,1,land area 
435,28,1380000.0,4.0,4.0,2.0,Serviced Residence (Corner),1701.0,0,built-up 
436,28,2800000.0,2.0,2.0,0.0,Serviced Residence,1103.0,0,built-up 
437,4,8280000.0,5.0,6.0,4.0,Condominium (Corner),5137.0,1,built-up 
438,44,3690000.0,5.0,5.0,6.0,Semi-detached House,3658.0,2,land area 
439,41,950000.0,5.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1650.0,1,land area 
440,9,4000000.0,7.0,7.0,4.0,Bungalow (Intermediate),5337.0,1,land area 
441,4,9960000.0,6.0,7.0,6.0,Condominium,6913.0,1,built-up 
442,4,6660000.0,4.0,5.0,3.0,Condominium (Corner),4771.0,1,built-up 
443,4,6300000.0,4.0,5.0,3.0,Condominium,4025.0,1,built-up 
444,44,628000.0,3.0,2.0,1.0,Condominium (Intermediate),1150.0,1,built-up 
445,44,628000.0,3.0,2.0,1.0,Condominium (Intermediate),1150.0,1,built-up 
446,30,1590000.0,4.0,4.0,2.0,Condominium,1878.0,1,built-up 
447,28,3330000.0,3.0,3.0,1.0,Serviced Residence (Corner),2789.0,0,built-up 
448,38,428000.0,4.0,2.0,2.0,Serviced Residence,918.0,1,built-up 
451,46,4800000.0,6.0,4.0,0.0,Bungalow (Intermediate),8300.0,1,land area 
452,46,1890000.0,5.0,2.0,0.0,2-sty Terrace/Link House (Intermediate),1900.0,1,land area 
453,16,815000.0,2.0,2.0,0.0,Condominium,1085.0,0,built-up 
454,4,7500000.0,4.0,5.0,4.0,Condominium,4025.0,1,built-up 
455,28,1450000.0,2.0,2.0,1.0,Condominium,867.0,0,built-up 
456,16,2950000.0,4.0,5.0,0.0,2-sty Terrace/Link House (Intermediate),3082.0,2,built-up 
457,28,1000000.0,1.0,1.0,1.0,Condominium,751.0,1,built-up 
458,5,640000.0,2.0,2.0,1.0,Serviced Residence,823.0,3,built-up 
459,5,840000.0,3.0,2.0,1.0,Serviced Residence,1119.0,3,built-up 
460,30,2600000.0,5.0,5.0,3.0,Condominium (Corner),3478.0,1,built-up 
461,46,1550000.0,3.0,3.0,2.0,Serviced Residence,1444.0,3,built-up 
462,46,2750000.0,4.0,4.0,2.0,Serviced Residence,2426.0,1,built-up 
463,37,5500000.0,6.0,6.0,4.0,Bungalow (Intermediate),5446.0,0,land area 
464,38,428000.0,4.0,2.0,2.0,Serviced Residence,918.0,2,built-up 
465,10,14800000.0,8.0,9.0,6.0,Bungalow (Corner),12000.0,1,land area 
466,28,28000000.0,14.0,16.0,10.0,Bungalow,26000.0,1,land area 
467,46,1800000.0,4.0,3.0,3.0,2-sty Terrace/Link House,2090.0,1,land area 
468,36,770000.0,3.0,3.0,2.0,Condominium,1186.0,1,built-up 
469,46,1650000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1900.0,3,land area 
470,14,3600000.0,7.0,7.0,5.0,Bungalow,5000.0,2,land area 
471,14,6500000.0,6.0,6.0,4.0,Bungalow,8500.0,3,land area 
472,28,870000.0,3.0,3.0,0.0,Serviced Residence,1055.0,0,built-up 
473,28,1200000.0,2.0,2.0,1.0,Condominium (Intermediate),976.0,1,built-up 
474,4,7600000.0,6.0,6.0,0.0,Bungalow,7750.0,0,land area 
475,35,720000.0,4.0,3.0,2.0,Condominium (Corner),1577.0,0,built-up 
476,9,1150000.0,6.0,3.0,4.0,Condominium (Corner),1772.0,1,built-up 
477,9,928000.0,4.0,3.0,2.0,Condominium (Corner),1513.0,1,built-up 
478,23,1680000.0,6.0,4.0,6.0,2-sty Terrace/Link House (Corner),4080.0,0,land area 
479,28,1350000.0,2.0,2.0,1.0,Serviced Residence,900.0,0,built-up 
480,20,360000.0,3.0,2.0,1.0,Condominium (Intermediate),1088.0,1,built-up 
481,28,1000000.0,1.0,1.0,1.0,Condominium (EndLot),751.0,1,built-up 
482,28,830000.0,1.0,1.0,0.0,Serviced Residence (Intermediate),473.0,0,built-up 
483,11,868000.0,5.0,4.0,2.0,2-sty Terrace/Link House (Intermediate),1725.0,1,land area 
484,30,1865000.0,4.0,5.0,3.0,Condominium (Corner),2535.0,1,built-up 
485,28,1308000.0,2.0,1.0,1.0,Condominium (Corner),753.0,0,built-up 
486,28,1760000.0,3.0,2.0,2.0,Condominium (Corner),1159.0,0,built-up 
487,42,568000.0,2.0,2.0,2.0,Condominium (Corner),904.0,1,built-up 
488,28,1020000.0,3.0,2.0,1.0,Serviced Residence (Corner),813.0,0,built-up 
489,28,2400000.0,2.0,2.0,1.0,Serviced Residence (Corner),1103.0,0,built-up 
490,28,1099000.0,3.0,2.0,1.0,Serviced Residence,833.0,0,built-up 
491,16,1850000.0,4.0,3.0,3.0,2-sty Terrace/Link House (Intermediate),1650.0,1,land area 
492,28,1550000.0,2.0,2.0,2.0,Serviced Residence (Corner),910.0,0,land area 
493,30,1420000.0,4.0,4.0,2.0,Condominium,1496.0,0,built-up 
494,46,1280000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1800.0,1,land area 
495,30,2150000.0,4.0,4.0,0.0,Condominium (Corner),2707.0,1,built-up 
496,46,1060000.0,3.0,2.0,2.0,1-sty Terrace/Link House (Intermediate),1920.0,2,land area 
497,30,2550000.0,5.0,5.0,2.0,Condominium,2973.0,1,built-up 
498,30,1850000.0,3.0,3.0,2.0,Serviced Residence,1573.0,3,built-up 
499,9,980000.0,5.0,3.0,2.0,Condominium (Corner),1513.0,0,built-up 
500,14,2650000.0,4.0,5.0,3.0,Serviced Residence,2077.0,1,built-up 
502,28,3364000.0,3.0,2.0,2.0,Serviced Residence (Intermediate),1399.0,0,built-up 
503,28,1420000.0,3.0,2.0,1.0,Condominium (Corner),976.0,1,built-up 
504,28,2889000.0,1.0,2.0,1.0,Serviced Residence (Intermediate),1163.0,0,built-up 
505,28,1450000.0,1.0,1.0,0.0,Serviced Residence (EndLot),1050.0,0,built-up 
506,1,6220000.0,5.0,6.0,0.0,Condominium,4327.0,0,built-up 
507,12,1080000.0,2.0,2.0,1.0,Condominium (Intermediate),1411.0,1,built-up 
508,12,916000.0,1.0,1.0,1.0,Condominium,1119.0,0,built-up 
510,30,2500000.0,6.0,4.0,4.0,Semi-detached House,3833.0,1,built-up 
512,42,2200000.0,5.0,5.0,5.0,Semi-detached House (Intermediate),3282.0,1,land area 
513,0,3600000.0,5.0,4.0,6.0,Bungalow (Intermediate),9670.0,2,land area 
514,46,5000000.0,8.0,5.0,3.0,Bungalow,6000.0,0,land area 
515,46,2780000.0,4.0,3.0,2.0,Semi-detached House,3600.0,1,land area 
516,5,530000.0,1.0,1.0,0.0,Serviced Residence (Intermediate),638.0,0,built-up 
517,11,600000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1650.0,2,land area 
518,42,1000000.0,5.0,4.0,2.0,3-sty Terrace/Link House (Intermediate),1600.0,1,land area 
519,27,2434900.0,4.0,4.0,1.0,Serviced Residence,1873.0,2,land area 
520,14,1600000.0,2.0,2.0,1.0,Serviced Residence,1152.0,1,built-up 
521,45,2000000.0,6.0,6.0,3.0,Semi-detached House (Intermediate),3200.0,1,land area 
522,11,535000.0,1.0,1.0,1.0,Serviced Residence (Intermediate),762.0,1,built-up 
523,28,6400000.0,4.0,4.0,0.0,Condominium,2013.0,3,built-up 
525,42,1300000.0,5.0,6.0,4.0,3-sty Terrace/Link House (Intermediate),1920.0,1,land area 
526,42,1030000.0,5.0,4.0,0.0,2.5-sty Terrace/Link House,1500.0,1,land area 
527,28,1200000.0,3.0,3.0,2.0,Serviced Residence,1335.0,0,built-up 
528,27,2550000.0,4.0,5.0,2.0,Serviced Residence (Corner),1830.0,1,built-up 
529,0,2590000.0,6.0,6.0,2.0,Bungalow (Intermediate),4640.0,1,land area 
530,0,1480000.0,4.0,4.0,2.0,Condominium (Intermediate),1876.0,0,built-up 
531,42,1348000.0,5.0,6.0,4.0,3-sty Terrace/Link House (Intermediate),3216.0,2,built-up 
532,38,428000.0,4.0,2.0,2.0,Serviced Residence,918.0,1,built-up 
533,30,618000.0,1.0,1.0,1.0,Serviced Residence (Intermediate),462.0,0,built-up 
534,30,1590000.0,4.0,3.0,2.0,Condominium,2201.0,1,built-up 
535,28,900000.0,3.0,2.0,0.0,Serviced Residence,811.0,0,built-up 
537,30,1700000.0,4.0,4.0,2.0,Condominium,1496.0,0,built-up 
539,38,360000.0,1.0,1.0,0.0,Serviced Residence (EndLot),618.0,1,built-up 
540,30,1950000.0,5.0,4.0,2.0,Condominium,1830.0,1,built-up 
541,28,2300000.0,1.0,1.0,2.0,Serviced Residence (Corner),1023.0,1,built-up 
542,28,1250000.0,3.0,3.0,2.0,Serviced Residence (Corner),1335.0,0,built-up 
543,28,3166000.0,2.0,2.0,1.0,Serviced Residence (Intermediate),1423.0,0,built-up 
544,20,370000.0,3.0,2.0,2.0,Serviced Residence (Intermediate),950.0,1,built-up 
545,43,1600000.0,6.0,5.0,0.0,2.5-sty Terrace/Link House (Intermediate),1650.0,1,land area 
546,28,1000000.0,1.0,1.0,1.0,Condominium (EndLot),751.0,0,built-up 
547,4,6700000.0,5.0,6.0,3.0,Condominium (Corner),4771.0,3,built-up 
549,4,7400000.0,5.0,5.0,5.0,Condominium,5137.0,1,built-up 
550,4,6600000.0,5.0,6.0,0.0,Condominium,4945.0,1,built-up 
551,14,12800000.0,7.0,9.0,10.0,Bungalow (Intermediate),8000.0,0,land area 
552,14,4500000.0,6.0,7.0,3.0,Bungalow,2970.0,1,land area 
553,4,6800000.0,7.0,6.0,6.0,Bungalow,7416.0,1,land area 
554,26,1288972.0,2.0,2.0,1.0,Condominium,1076.0,0,built-up 
555,27,3700000.0,3.0,3.0,1.0,Serviced Residence,1738.0,1,built-up 
556,28,8400000.0,3.0,3.0,2.0,Condominium (Intermediate),2454.0,3,built-up 
557,11,410000.0,2.0,2.0,2.0,Condominium (Corner),885.0,1,built-up 
558,46,1600000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1725.0,1,land area 
559,28,3360000.0,2.0,2.0,2.0,Serviced Residence,1421.0,1,built-up 
560,14,1770000.0,2.0,2.0,1.0,Serviced Residence,1152.0,0,built-up 
561,16,1849000.0,4.0,4.0,0.0,2-sty Terrace/Link House,1500.0,1,land area 
562,30,1860000.0,4.0,4.0,2.0,Condominium (Corner),2070.0,1,built-up 
563,28,1450000.0,2.0,2.0,1.0,Serviced Residence (Corner),1050.0,0,built-up 
564,9,1060000.0,5.0,4.0,4.0,Condominium (Corner),1772.0,1,built-up 
565,9,900000.0,5.0,3.0,2.0,Condominium (Corner),1513.0,1,built-up 
566,20,1080000.0,4.0,4.0,2.0,Condominium (Intermediate),1875.0,1,built-up 
567,33,570000.0,3.0,2.0,1.0,Condominium (Corner),1200.0,1,land area 
569,30,1880000.0,4.0,3.0,2.0,Condominium,2243.0,1,built-up 
570,30,1685000.0,4.0,3.0,2.0,Condominium,2038.0,1,built-up 
571,9,550000.0,3.0,2.0,2.0,Condominium (Intermediate),1073.0,1,built-up 
572,28,1000000.0,1.0,1.0,1.0,Condominium,751.0,1,built-up 
573,23,490000.0,5.0,3.0,2.0,1.5-sty Terrace/Link House (Intermediate),1300.0,1,land area 
574,23,1250000.0,5.0,5.0,4.0,3-sty Terrace/Link House (Intermediate),1870.0,1,land area 
575,16,2790000.0,4.0,4.0,0.0,2-sty Terrace/Link House,3000.0,1,built-up 
576,28,2500000.0,1.0,2.0,1.0,Serviced Residence,1023.0,1,built-up 
578,28,780000.0,1.0,1.0,0.0,Serviced Residence (Intermediate),497.0,0,built-up 
579,11,998000.0,6.0,5.0,0.0,3-sty Terrace/Link House,4186.0,1,built-up 
580,8,2044800.0,2.0,2.0,1.0,Serviced Residence,912.0,0,built-up 
581,9,1250000.0,4.0,4.0,2.0,Condominium,1700.0,0,built-up 
582,28,4950000.0,4.0,4.0,2.0,Serviced Residence (Penthouse),3300.0,0,built-up 
583,30,2340000.0,5.0,5.0,3.0,Condominium,0.0,1,land area 
584,30,1698000.0,4.0,4.0,2.0,Condominium,0.0,1,land area 
585,30,1420000.0,4.0,4.0,2.0,Condominium,1496.0,1,built-up 
587,20,928000.0,4.0,2.0,2.0,Condominium (EndLot),1523.0,2,built-up 
588,9,565000.0,3.0,2.0,2.0,Condominium,1100.0,1,built-up 
589,20,1550000.0,4.0,4.0,4.0,Condominium (Corner),2638.0,1,built-up 
590,46,1800000.0,4.0,3.0,3.0,2-sty Terrace/Link House (Intermediate),1875.0,1,land area 
591,14,3200000.0,5.0,5.0,4.0,Semi-detached House (EndLot),3670.0,1,land area 
592,20,670000.0,3.0,2.0,2.0,Serviced Residence,907.0,0,built-up 
593,28,1000000.0,1.0,1.0,1.0,Condominium,657.0,1,built-up 
594,12,5999000.0,4.0,4.0,3.0,Condominium (Duplex),3289.0,0,built-up 
595,20,1350000.0,5.0,4.0,3.0,Condominium (Corner),2128.0,3,built-up 
596,30,2230000.0,5.0,5.0,3.0,Condominium,2973.0,1,built-up 
597,12,830000.0,2.0,2.0,1.0,Condominium (Intermediate),1072.0,0,built-up 
598,12,1100000.0,4.0,4.0,2.0,Condominium (Intermediate),2111.0,1,built-up 
599,14,8300000.0,6.0,6.0,4.0,Bungalow (Intermediate),6103.0,1,land area 
600,40,3450000.0,5.0,5.0,3.0,Bungalow (Intermediate),5200.0,1,land area 
601,30,1000000.0,2.0,2.0,0.0,Serviced Residence,1000.0,1,built-up 
602,28,2300000.0,1.0,2.0,1.0,Serviced Residence,1023.0,1,built-up 
603,28,3600000.0,4.0,5.0,2.0,Serviced Residence (Corner),3897.0,1,built-up 
605,28,1000000.0,1.0,1.0,1.0,Condominium (EndLot),751.0,1,built-up 
606,28,4756000.0,2.0,2.0,2.0,Condominium (Corner),1399.0,1,built-up 
608,30,1780000.0,3.0,3.0,2.0,Serviced Residence (Corner),1523.0,1,built-up 
609,28,1350000.0,2.0,2.0,1.0,Serviced Residence,900.0,0,built-up 
610,28,2270000.0,2.0,2.0,0.0,Serviced Residence (Intermediate),1076.0,1,built-up 
611,36,375000.0,2.0,2.0,1.0,Serviced Residence,743.0,2,built-up 
612,5,380000.0,2.0,1.0,1.0,Apartment,452.0,1,built-up 
613,28,970000.0,1.0,1.0,1.0,Serviced Residence (Intermediate),603.0,0,built-up 
614,9,900000.0,4.0,3.0,2.0,Condominium (Corner),1513.0,1,built-up 
615,9,1060000.0,5.0,4.0,4.0,Condominium (Corner),1772.0,1,built-up 
616,28,4250000.0,5.0,6.0,2.0,Serviced Residence,3300.0,0,built-up 
617,28,2200000.0,4.0,3.0,0.0,Serviced Residence,1888.0,1,built-up 
618,16,2300000.0,5.0,5.0,3.0,Condominium (Corner),2454.0,1,built-up 
620,38,520000.0,4.0,2.0,2.0,Condominium (Corner),1450.0,1,built-up 
622,25,1420000.0,4.0,3.0,2.0,Serviced Residence (Corner),1582.0,0,built-up 
623,27,1065140.0,3.0,3.0,2.0,Serviced Residence (Corner),1025.0,1,built-up 
625,28,1299000.0,2.0,2.0,1.0,Serviced Residence (Corner),900.0,0,built-up 
626,4,7600000.0,5.0,5.0,3.0,Condominium (Corner),4771.0,2,built-up 
627,28,1238000.0,2.0,2.0,1.0,Condominium,736.0,1,built-up 
628,30,2390000.0,5.0,4.0,3.0,Condominium,3043.0,2,built-up 
629,9,850000.0,3.0,2.0,2.0,Condominium,1335.0,0,built-up 
630,30,14500000.0,7.0,8.0,5.0,Bungalow,8600.0,0,land area 
631,27,4718680.0,5.0,5.0,4.0,Serviced Residence (Penthouse),3143.0,1,built-up 
632,27,2050000.0,6.0,5.0,0.0,Condominium,3004.0,0,built-up 
633,4,14800000.0,12.0,8.0,6.0,Bungalow (Intermediate),6507.0,1,land area 
634,30,9900000.0,7.0,8.0,2.0,Bungalow (Corner),8700.0,1,land area 
635,4,5000000.0,6.0,6.0,4.0,Semi-detached House,4800.0,1,land area 
636,30,1850000.0,4.0,3.0,2.0,Condominium,2020.0,0,built-up 
637,28,3360000.0,2.0,2.0,2.0,Serviced Residence (Intermediate),1572.0,1,built-up 
638,28,1000000.0,3.0,2.0,1.0,Serviced Residence,811.0,0,built-up 
640,44,3700000.0,5.0,5.0,6.0,Semi-detached House (Intermediate),3040.0,1,land area 
641,44,4200000.0,5.0,5.0,4.0,Bungalow (Intermediate),1615.0,2,land area 
642,4,18000000.0,6.0,7.0,6.0,Bungalow (Intermediate),15000.0,1,land area 
643,44,2688888.0,6.0,5.0,9.0,Condominium,4069.0,1,built-up 
644,4,8200000.0,5.0,6.0,5.0,Condominium (Corner),4945.0,1,built-up 
645,30,6300000.0,5.0,5.0,6.0,Condominium,8000.0,1,built-up 
646,44,5500000.0,6.0,7.0,6.0,Bungalow (Intermediate),7100.0,2,land area 
647,20,550000.0,1.0,2.0,1.0,Serviced Residence (Intermediate),775.0,0,built-up 
648,44,3688000.0,5.0,5.0,5.0,4.5-sty Terrace/Link House (Intermediate),1367.0,1,land area 
649,44,2680000.0,4.0,5.0,4.0,3-sty Terrace/Link House (Intermediate),2080.0,1,land area 
650,28,1000000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),849.0,0,built-up 
651,12,1730000.0,3.0,3.0,1.0,Serviced Residence (Corner),1442.0,0,built-up 
652,10,5500000.0,5.0,6.0,5.0,Condominium (Penthouse),6900.0,1,built-up 
653,9,900000.0,5.0,3.0,3.0,Condominium (Corner),1513.0,1,built-up 
654,9,1060000.0,5.0,4.0,4.0,Condominium (Corner),1772.0,1,built-up 
655,42,630000.0,3.0,2.0,2.0,Serviced Residence,1025.0,1,built-up 
656,9,900000.0,3.0,2.0,2.0,Serviced Residence,1170.0,1,built-up 
658,42,800000.0,3.0,3.0,2.0,Serviced Residence,1430.0,1,built-up 
659,4,9000000.0,5.0,6.0,4.0,Bungalow (Intermediate),8000.0,1,land area 
660,14,9600000.0,8.0,9.0,6.0,Bungalow (Corner),7600.0,1,land area 
661,25,978458.0,1.0,1.0,0.0,Serviced Residence (Duplex),562.0,1,built-up 
662,9,1750000.0,5.0,5.0,3.0,Condominium (Corner),2700.0,1,built-up 
663,30,1300000.0,3.0,2.0,0.0,Condominium,1200.0,1,built-up 
664,48,1613300.0,4.0,4.0,3.0,Condominium (Corner),2336.0,1,built-up 
665,48,500000.0,3.0,2.0,1.0,2-sty Terrace/Link House (Intermediate),880.0,1,land area 
666,26,1200000.0,2.0,2.0,1.0,Condominium,969.0,1,built-up 
667,30,2285000.0,6.0,6.0,3.0,Condominium (Corner),2874.0,1,built-up 
668,16,4200000.0,5.0,6.0,0.0,2.5-sty Terrace/Link House (EndLot),2170.0,1,land area 
669,16,5000000.0,8.0,9.0,0.0,3.5-sty Terrace/Link House (Intermediate),2805.0,1,land area 
670,11,363000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),950.0,1,built-up 
671,20,1430000.0,4.0,4.0,3.0,Condominium (Corner),2638.0,1,built-up 
672,35,1147000.0,6.0,5.0,5.0,Condominium,2500.0,1,built-up 
673,28,1000000.0,1.0,1.0,1.0,Condominium,751.0,1,built-up 
674,30,645000.0,1.0,1.0,1.0,Serviced Residence,462.0,0,land area 
675,16,3560000.0,4.0,5.0,4.0,2-sty Terrace/Link House (Corner),3690.0,1,land area 
676,28,1780000.0,1.0,1.0,1.0,Serviced Residence,728.0,0,built-up 
677,28,1900000.0,3.0,2.0,1.0,Condominium,915.0,1,built-up 
678,16,2290000.0,5.0,3.0,0.0,2-sty Terrace/Link House,2200.0,1,built-up 
679,16,1930000.0,4.0,4.0,0.0,2-sty Terrace/Link House (Intermediate),1500.0,1,land area 
680,28,1000000.0,1.0,1.0,1.0,Condominium (EndLot),751.0,1,built-up 
681,28,1450000.0,2.0,2.0,1.0,Serviced Residence (Intermediate),1050.0,0,built-up 
682,14,18000000.0,7.0,7.0,6.0,Bungalow,16000.0,0,land area 
683,16,2800000.0,5.0,4.0,3.0,2-sty Terrace/Link House (EndLot),2850.0,1,land area 
684,16,1150000.0,3.0,2.0,2.0,Condominium (Corner),1580.0,1,built-up 
685,28,3354000.0,2.0,2.0,1.0,Serviced Residence (Intermediate),1006.0,0,built-up 
686,28,1780000.0,1.0,1.0,1.0,Serviced Residence,728.0,0,built-up 
687,16,2250000.0,4.0,5.0,0.0,2-sty Terrace/Link House (Intermediate),1826.0,1,land area 
688,16,1830000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1650.0,3,land area 
689,28,3600000.0,4.0,5.0,2.0,Serviced Residence (Corner),3897.0,1,built-up 
